"","gene","clone_id","AASA_fold_clone","AASA_fdr_clone","log2FoldChange","fdr"
"3973","CCNC","SB02032A1B02.f2",0.868586633,0.05477905,-0.20325834409072,1.26138550372381
"3974","CCNC","SB03003B2G11.f1",1.170639794,0.446820576,0.227297226690912,0.349866835920115
"3975","CCNC","SB03040B2B12.f1",1.115577958,0.442367609,0.157791334460715,0.354216680409429
"3976","LOC100230156","SB03028B1F05.f1",1.024569576,0.858174075,0.035017957547707,0.0664246094194122
"3977","ITM2C","SB02047A1B09.f1",1.128225929,0.223661335,0.174055998596682,0.650409087193045
"3978","ITM2C","SB03048A1B04.f1",1.101099947,0.300206791,0.138945428481612,0.522579487774067
"3979","NFIA","SB02003B1B11.f1",1.079624438,0.238878833,0.110529538625793,0.621822331282221
"3980","NFIA","SB02039B1A04.f1",1.049336064,0.546430951,0.0694767944261483,0.262464709275618
"3981","NFIA","SB02047A1C12.f1",1.284299804,0.000503406,0.360982021195575,3.2980816124838
"3982","NFIA","SB03008A2G08.f1",0.89055295,0.071310708,-0.167226702054155,1.14684525168893
"3983","NFIA","SB03003B1D08.f1",1.314471546,0.000875598,0.394482912675629,3.05769523909812
"3984","CITED4","SB03042B2A07.f1",0.927322553,0.40582709,-0.108856852397986,0.391658966063558
"3985","PNRC2","SB02018A2E02.f1",1.199988787,0.112653848,0.263020924987899,0.948253969172068
"3986","PNRC2","SB02039A1G09.f1",1.0764366,0.49932221,0.106263350105101,0.301619115967885
"3987","ELOA","SB010020000E08",1.129325069,0.175012495,0.175460816431534,0.756930943794653
"3988","ELOA","SB03007A1B11.f1",0.995669989,0.97115398,-0.00626044910610445,0.0127119056609024
"3989","TFAP2E","SB02024A2A05.f1",0.979248404,0.854806708,-0.0302532230446688,0.0681320784172407
"3990","SWAP70","SB03042A2E12.f1",0.933740348,0.593841756,-0.0989066699327482,0.22632926823743
"3991","C5H11orf96","SB03010A2H12.f1",0.938071649,0.212266938,-0.0922299762945532,0.67311764484639
"3992","EHD4","SB02029A1H09.f1",1.212164694,0.133892543,0.277585727750661,0.873243609874721
"3993","ZFP36L2","SB03013A2C02.f1",0.872218511,0.150353637,-0.197238485980669,0.822886062010245
"3994","LOC100225836","SB010017000E01",0.975127932,0.833510559,-0.0363365890976184,0.0790888941126548
"3995","SPRED1","SB02005A1G07.f1",1.020043236,0.921999907,0.0286303041975682,0.0352691227526492
"3996","SPRED1","SB02026A1B10.f1",1.075864186,0.566083909,0.105495967716936,0.247119189810386
"3997","TMED10","SB02032A1E01.f2",1.026605807,0.724673965,0.0378823262946756,0.139857341082635
"3998","VASH1","SB02027B1C02.f1",1.083640471,0.468579921,0.115886180362313,0.329216325183642
"3999","GSTZ1","SB03009A2A10.f1",0.875262155,0.333628018,-0.192212903001982,0.476737484557548
"4000","GSTZ1","SB03028B1F03.f1",0.722953599,0.003029536,-0.468025040575168,2.51862388241206
"4001","DGLUCY","SB02013A2C04.f1",1.082809642,0.228926336,0.114779639362642,0.640304242617931
"4002","BAG5","SB03013B2B03.f1",0.997628833,0.97211005,-0.00342493302270988,0.0122845669643538
"4003","KLC1","SB02017B2F01.f1",0.964101408,0.580331738,-0.0527431920792341,0.236323677477258
"4004","KLC1","SB02046A1F09.f1",1.007082258,0.960196229,0.0101815268024493,0.0176400039778791
"4005","ZBTB1","SB03008A1C08.f1",1.082519574,0.243210875,0.114393111841071,0.614017009798573
"4006","ZBTB1","SB03029B1F06.f1",1.009819145,0.960808277,0.0140969345859605,0.0173632643062917
"4007","ZBTB1","SB03048B1H02.f1",1.301215138,0.004190607,0.379859511529871,2.37772306589828
"4008","OIP5","SB02010A1H08.f1",1.031636647,0.871799168,0.0449349282456677,0.0595835497863107
"4009","OIP5","SB02039A1H10.f1",1.166770028,0.232788459,0.222520231860263,0.633038554592849
"4010","APLP2","SB02023A2B06.f1",1.158687431,0.140763224,0.212491435572963,0.851510794768254
"4011","NCLN","SB02005A1A11.f1",0.983818672,0.866417794,-0.0235356585025065,0.0622726369960146
"4012","NCLN","SB02032B2E03.f2",0.932991167,0.315309667,-0.100064672315815,0.501262714122383
"4013","NCLN","SB03010A1F07.f1",1.477293813,0.158588001,0.56295678642979,0.799729675130793
"4014","AP1M1","SB02011A2E10.f1",1.188755677,0.089547544,0.2494522308105,1.04794632094699
"4015","TTC27","SB02033B1H05.f1",0.892702658,0.345260376,-0.163748373362099,0.46185326083961
"4016","GRTP1","SB03027A1G02.f1",0.818985154,0.022467788,-0.288090794968213,1.6484396826624
"4017","GRTP1","SB03020A2E10.f1",0.857868916,0.059560224,-0.221170876864769,1.22504367757901
"4018","GGACT","SB03037B1G05.f1",0.972828568,0.912021558,-0.0397424994253897,0.0399948958713796
"4019","GPR183","SB02015A2G07.f1",0.951201516,0.322954102,-0.0721770804724867,0.49085919489649
"4020","RAP2A","SB02035B1F04.f1",0.951370147,0.620362914,-0.0719213391379463,0.207354172700101
"4021","RAP2A","SB03018A1A05.f1",1.203501794,0.168275476,0.267238292367436,0.773979172282843
"4022","RAP2A","SB03019A2E12.f1",1.123238734,0.414130341,0.167664591811193,0.382862950018839
"4023","TUBGCP5","SB02042A1B08.f1",1.025094641,0.801503918,0.0357571114851487,0.0960943503383814
"4024","LOC100222556","SB03024B1D08.f1",1.048929414,0.774572659,0.0689175973637426,0.110937836881298
"4025","ANXA7","SB02035B2C04.f1",0.840910309,0.089386446,-0.249976163207607,1.04872832990291
"4026","ANXA7","SB03010A1B06.f1",0.848896836,0.116435446,-0.236338857050778,0.933914788940435
"4027","ANXA7","SB03021B2B09.f1",0.871213358,0.181938179,-0.198902020340562,0.740076156411052
"4028","ANXA7","SB03024B1F11.f1",1.12420604,0.132619325,0.168906471185973,0.877393186871313
"4029","TMEM254","SB02033B2G05.f1",0.936294796,0.655077944,-0.0949652554991259,0.183707022702615
"4030","IRF2","SB03038B2H09.f1",1.15517351,0.189668101,0.208109564382546,0.722005704032694
"4031","EXOC1","SB02007A1B11.f1",1.035456563,0.505649636,0.0502670343320733,0.296150301057082
"4032","DCUN1D4","SB010022000C11",0.893730979,0.183955674,-0.162087462214579,0.735286812079189
"4033","DCUN1D4","SB02037A1F11.f1",0.964447274,0.643816631,-0.0522257260976711,0.191237808858484
"4034","DCUN1D4","SB03001B2D10.f1",0.780645292,0.007900061,-0.357260926437667,2.10236955530942
"4035","DCUN1D4","SB03024A2F07.f1",0.801979689,0.055988992,-0.318362395551346,1.25189735127227
"4036","DCUN1D4","SB03034A1H06.f1",0.804668144,0.031618251,-0.313534175904712,1.50006215723926
"4037","DCUN1D4","SB03048B2F10.f1",1.362241699,0.014882294,0.445982699688144,1.827330120218
"4038","CHMP7","SB03019B1C08.f1",1.020102627,0.859985817,0.0287143012320465,0.0655087111394893
"4039","LIPA","SB02018A2B01.f1",1.024213641,0.789163927,0.0345166788762652,0.102832774741307
"4040","LIPA","SB03025B2A03.f2",0.847482841,0.481857597,-0.238743936614563,0.317081289509459
"4041","LIPA","SB03044B1C08.f1",0.932263621,0.664916671,-0.101190123987299,0.177232778144197
"4042","TRIM8","SB02031B2B06.f1",0.796457447,0.05186765,-0.32833081115566,1.2851034284119
"4043","TRIM8","SB03010B1G05.f1",1.213874698,0.003438509,0.279619507340052,2.46362983459222
"4044","ADD3","SB02021A2A01.f1",0.987648673,0.921242583,-0.0179301581986792,0.0356259956595018
"4045","ADD3","SB03014A1F07.f1",0.955180849,0.679363497,-0.0661541834623056,0.167897791992583
"4046","FBXW4","SB03020B1H05.f1",1.113410925,0.294842972,0.154986144384279,0.530409219787126
"4047","LEF1","SB03001B2H11.f1",1.131811175,0.361092868,0.17863328713262,0.442381089304642
"4048","ARFIP1","SB02038B1C06.f1",0.858063016,0.065674965,-0.220844491996688,1.18260014998934
"4049","BANK1","SB03029A2G09.f1",1.120551259,0.667113526,0.164208645647636,0.175800253759633
"4050","VPS45","SB02022A2D10.f1",0.918371829,0.239005888,-0.122849706777658,0.621591399912066
"4051","VPS45","SB02033A2G10.f1",0.811317188,0.209455962,-0.301662042230851,0.678907273274354
"4052","VPS45","SB03032B2B04.f1",0.948941582,0.662622556,-0.0756088189718685,0.178733784603165
"4053","VPS45","SB03051A1G11.f1",1.42653446,0.010396586,0.51251459772274,1.98310924962178
"4054","SRD5A1","SB03005B2E11.f1",1.069650392,0.57006152,0.0971393385468878,0.244078273529602
"4055","LRRN1","SB03040B1H07.f1",1.288069376,0.015157391,0.365210299753543,1.81937554618511
"4056","AP1S2","SB02024A2D06.f1",1.067580088,0.785635651,0.0943443023763749,0.104778817123767
"4057","AP1S2","SB02030A2A11.f1",0.953103925,0.83814506,-0.0692945629057188,0.0766808103607153
"4058","GPM6B","SB02026A1C02.f1",0.951494189,0.71649073,-0.0717332492409107,0.14478942415832
"4059","ALDH18A1","SB03043A2B03.f1",1.05920085,0.481022151,0.0829761850091777,0.317834923968031
"4060","RASD1","SB03016A2E10.f1",1.215105537,0.040397291,0.281081623373632,1.39364775724578
"4061","RASD1","SB03026A1C01.f1",1.133276325,0.229315572,0.180499674134412,0.639566452884335
"4062","RASD1","SB03040B1G11.f1",1.240754387,0.045556164,0.311217555656154,1.34145285227885
"4063","TFAP2B","SB02011B1F08.f1",0.998084733,0.979943258,-0.00276579566774313,0.00879907068600201
"4064","TFAP2B","SB02018B1A12.f1",1.097423239,0.39648111,0.134120031708715,0.401777499438917
"4065","TFAP2B","SB02025B1B02.f1",1.018207461,0.839125591,0.0260315422212089,0.0761730339313212
"4066","TFAP2B","SB03004B2C10.f1",0.976532306,0.862815691,-0.0342603222191911,0.0640819655018623
"4067","GNAO1","SB02006B2D06.f1",0.984997148,0.8430002,-0.0218085475490218,0.0741723223398056
"4068","GNAO1","SB02033B2H12.f1",1.248162386,0.075279528,0.319805641120636,1.12332311258343
"4069","SLC12A4","SB02035A1B02.f1",1.004969226,0.959942097,0.00715132411370871,0.0177549624935496
"4070","SEC14L5","SB02039B1B04.f1",0.911065779,0.048300044,-0.134372874437254,1.31605247361808
"4071","UFM1","SB010011000D02",0.774477419,0.016692365,-0.368704919102519,1.77748212744986
"4072","UFM1","SB02047A2F05.f1",0.894328299,0.224126762,-0.161123567287288,0.64950628315706
"4073","FOXO1","SB02021B1G08.f1",1.387838281,0.015274891,0.472839466480886,1.81602188015365
"4074","FOXO1","SB03047B2H12.f1",1.284107524,0.018736849,0.360766010752094,1.72730344316937
"4075","EPSTI1","SB03013A2C06.f1",0.887840673,0.335097453,-0.171627293195174,0.474828873126379
"4076","KCTD12","SB02019A2G03.f1",0.999755893,0.998754176,-0.000352214949162773,0.000541391798137529
"4077","KCTD12","SB02033A1D05.f1",1.06117577,0.659812482,0.0856636397633762,0.180579472948832
"4078","KCTD12","SB02033B1F07.f1",1.066269996,0.62071621,0.0925727969804125,0.207106912868788
"4079","TGFB2","SB03035A2C04.f1",1.341426696,0.055638733,0.423768218812528,1.25462276828052
"4080","USH2A","SB02036B2G02.f1",1.163221985,0.065550297,0.218126441693683,1.18342533623677
"4081","PPP2R5D","SB03012B2H03.f1",1.062462125,0.58608917,0.087411412498705,0.232036303618713
"4082","IARS2","SB03048B2C07.f1",1.198753688,0.133892543,0.261535253742782,0.873243609874721
"4083","FLVCR1","SB02012A2F01.f1",1.320382792,0.009935846,0.400956241750915,2.00279514843446
"4084","FLVCR1","SB02037A2B10.f1",1.284292516,0.010417274,0.360973834328881,1.98224591267223
"4085","ITGB2","SB02039B1A06.f1",1.115903049,0.177977493,0.158211689530181,0.749634915016552
"4086","INSIG2","SB03015B1H09.f1",1.121674157,0.264701645,0.165653638198246,0.577243359748131
"4087","INSIG2","SB03046A1E06.f1",0.860534601,0.147939437,-0.216694892525994,0.829916038386974
"4088","CSNK2A2","SB02017B1C05.f1",0.759115731,0.024775629,-0.397608246385172,1.60597531089873
"4089","CTNNBIP1","SB010003000E05",0.939561724,0.666609563,-0.0899401530572206,0.176128460359947
"4090","CTNNBIP1","SB02044B1G08.f1",0.852809269,0.258169885,-0.229704976363839,0.58809441869663
"4091","MC5R","SB02032A2F06.f2",0.910498257,0.401390783,-0.135271839486307,0.396432604290481
"4092","SEH1L","SB02049A2E12.f1",1.383016077,0.018270578,0.467817927329593,1.7382477132802
"4093","TGIF1","SB02014B1A04.f1",1.011231884,0.910025471,0.0161138573178305,0.0409464518987533
"4094","MIB1","SB02027A2C10.f1",1.192839971,0.044934155,0.254400506963789,1.34742342093201
"4095","LOC101234096","SB010018000F11",0.821971384,0.021450418,-0.282839925895139,1.6685642403872
"4096","BPNT2","SB010015000A02",1.100960962,0.592602329,0.138763314563051,0.227236646021913
"4097","BPNT2","SB02034A2D08.f1",1.165767795,0.162634849,0.221280452034496,0.788786389204634
"4098","KCNB2","SB03033A2E01.f1",1.163090379,0.400335657,0.217963207102583,0.397575726535701
"4099","LOC100219287","SB02030B1D03.f1",1.016807824,0.91024942,0.0240470365595344,0.0408395891211593
"4100","PDP1","SB03001A2A08.f1",1.088419355,0.47090201,0.12223451689523,0.327069455809039
"4101","PDP1","SB03016B1G07.f1",1.058913613,0.684234934,0.0825848979420821,0.164794756435484
"4102","PDP1","SB03048B1G08.f1",0.9367756,0.723755327,-0.0942245961377306,0.140408226748872
"4103","TRIQK","SB03038A2F09.f1",0.909717172,0.751415494,-0.136510008888924,0.124119854136452
"4104","STRADB","SB02006A2H08.f1",0.856248014,0.045761866,-0.223899358140762,1.33949627492787
"4105","STRADB","SB02011A1H05.f1",0.893057057,0.216395068,-0.163175743481143,0.664752641739192
"4106","STRADB","SB03034A2H01.f1",0.746050466,0.064974783,-0.422654871128846,1.18725516226266
"4107","RASGEF1B","SB03051A2H05.f1",1.026273996,0.662433179,0.0374159550169404,0.178857923361236
"4108","POMGNT2","SB02011B1C10.f1",1.138019626,0.179354869,0.186525438214548,0.746286828906445
"4109","POMGNT2","SB03010B1E08.f1",1.077272001,0.463914167,0.107382562741147,0.333562364803984
"4110","RBL1","SB03047B2C12.f1",1.162431332,0.108533909,0.217145494793496,0.9644345549872
"4111","SLC22A4","SB02011B2G03.f1",0.94782877,0.647403674,-0.0773016422874046,0.1888248403159
"4112","QSOX1","SB03037B2G07.f1",1.071708257,0.479305371,0.0999122253266541,0.319387704363954
"4113","QSOX1","SB03041B1C11.f1",1.109625995,0.22052664,0.150073490916095,0.656538939501559
"4114","ASTN1","SB02020B1E10.f1",1.053371244,0.62071621,0.0750139809849365,0.207106912868788
"4115","ASTN1","SB03047A1F09.f1",1.105601639,0.282866738,0.144831659564767,0.54841811776867
"4116","VIM","SB02004A1D01.f1",0.895950809,0.419542463,-0.158508569702599,0.377224076519906
"4117","LOC100221050","SB02047B1H01.f1",1.031283165,0.726599463,0.0444405156849196,0.138704927442507
"4118","LOC100220976","SB02008B2G10.f1",0.912821142,0.505808628,-0.131595888377631,0.296013766804918
"4119","RPA3","SB02026A2D01.f1",0.897163399,0.599191848,-0.156557329967283,0.222434103841133
"4120","NEUROD6","SB010007000C09",1.204524526,0.156036165,0.268463769398997,0.806774732160587
"4121","NEUROD6","SB02008B2E12.f1",1.219427252,0.067695788,0.286203693099742,1.16943835207208
"4122","NQO2","SB02018B2B08.f1",0.795389272,0.011469912,-0.330266991301913,1.94043991410056
"4123","LOC121468025","SB03004B1H06.f1",0.745783487,0.058847219,-0.423171241308864,1.23027405621039
"4124","LOC121468025","SB02047B1H02.f1",0.783288297,0.006656396,-0.35238469145761,2.17676084905221
"4125","LOC121468025","SB03026B2E01.f1",0.804045677,0.065890012,-0.314650633147898,1.18118041335801
"4126","LOC121468025","SB03050A2E12.f1",0.748133937,0.007346667,-0.418631518694454,2.13390964483508
"4127","PRPF4B","SB02044B2A04.f1",1.336691059,0.002445091,0.418666062924562,2.61170497291565
"4128","NDUFAF2","SB03037A1D09.f1",0.882145895,0.08768544,-0.180910817124302,1.05707251441749
"4129","ZFAND2A","SB02011B1B08.f1",0.759125755,0.042690241,-0.397589195957129,1.36967139345853
"4130","MMD2","SB02009A2F01.f1",1.006709252,0.96752821,0.00964707831569803,0.0143363634989978
"4131","KIAA1191","SB02046A1E12.f1",1.026929596,0.851614769,0.0383372770958969,0.0697568154822059
"4132","CNOT6","SB02007B2G08.f1",1.132856092,0.531900607,0.179964605603094,0.274169514066334
"4133","CNOT6","SB02028A1F11.f1",1.213524,0.003085952,0.279202641112525,2.51061083339188
"4134","CNOT6","SB03006A2F08.f1",1.189078903,0.133792062,0.249844450314817,0.873569652875108
"4135","LOC101234089","SB02018B1D06.f1",1.027342137,0.771495363,0.0389167241605703,0.112666679878946
"4136","LOC101234089","SB02044B2B06.f1",1.019543128,0.871585549,0.0279228045214539,0.0596899790242057
"4137","LOC101234089","SB03037A2C08.f1",0.982458853,0.8315698,-0.0255311087028169,0.0801012912639823
"4138","EP300","SB03002A2B10.f1",0.849017003,0.138389351,-0.236134648413937,0.858897327363881
"4139","TOM1","SB03004B2B09.f1",0.940732716,0.184260968,-0.0881432168606471,0.734566651636577
"4140","IPO8","SB03024B2D09.f1",0.99109383,0.913531452,-0.0129064464890988,0.039276495717134
"4141","CLNS1A","SB02004A1F07.f1",0.883378932,0.100678721,-0.178895669416207,0.997062310268794
"4142","ITFG2","SB02025A1H02.f1",1.001233372,0.995723462,0.00177828325087548,0.00186125957145439
"4143","TULP3","SB03004A2C07.f1",0.938106626,0.566657407,-0.0921761848770493,0.246679430026672
"4144","TULP3","SB03038B2G11.f1",0.992103309,0.964712684,-0.0114377367533673,0.0156020113534219
"4145","TCIM","SB03008B1E08.f1",0.859541485,0.18876572,-0.218360823119524,0.724076871089639
"4146","PLAT","SB03005B1D06.f1",1.024245649,0.741420509,0.0345617642563828,0.129935404788331
"4147","PLAT","SB03050A1H08.f1",1.050969643,0.722797788,0.071720998010018,0.140983185193651
"4148","TBK1","SB02015A2C05.f1",1.027818465,0.82588746,0.0395854758435996,0.0830791280196485
"4149","MAP4K3","SB02013A2D10.f1",1.008786455,0.945289341,0.0126208098077961,0.0244352391453535
"4150","MAP4K3","SB02037B2G10.f1",1.105124862,0.15758781,0.144209381029758,0.802477379831783
"4151","ATL2","SB02009A1C07.f1",1.091864424,0.265975145,0.126793728999713,0.575158945676046
"4152","ATL2","SB02010A1A09.f1",1.261318862,0.021626879,0.334933035756944,1.66500614957965
"4153","ATL2","SB03043B1H06.f1",1.13758385,0.157517275,0.185972888626314,0.802671809964782
"4154","SNRPB2","SB02046B1A07.f1",0.842771255,0.044639956,-0.246786986921239,1.35027624213873
"4155","LOC101233484","SB02045A1C03.f1",1.284534221,0.000736687,0.361245325279099,3.13271699388623
"4156","LOC101233484","SB03051B2G10.f1",1.004095008,0.967839261,0.00589578431412043,0.014196764444991
"4157","CLCN3","SB02027B2F10.f1",1.021527126,0.819593407,0.0307275144246187,0.0864015438226187
"4158","CLCN3","SB03005A1C08.f1",0.943717797,0.654567781,-0.0835725845965272,0.184045375255139
"4159","CLCN3","SB03032A1F08.f1",1.056143037,0.469086823,0.0788052369653076,0.32874676653859
"4160","KCNA4","SB03022A1B06.f1",0.984660057,0.920889425,-0.0223023588757256,0.03579251420633
"4161","KCNA4","SB03037B2B08.f1",1.145809705,0.278159974,0.196367462551169,0.555705362918906
"4162","RWDD3","SB02042A2H06.f1",0.888050886,0.232788459,-0.171285748406012,0.633038554592849
"4163","N4BP1","SB03046B2G02.f1",1.007999544,0.930507396,0.0114949861899252,0.031280170594232
"4164","LONP2","SB010022000B06",0.991328878,0.950518882,-0.0125643372263351,0.0220392514792776
"4165","LONP2","SB02008A1A07.f1",1.307652992,0.000834643,0.386979747915668,3.07849924461633
"4166","LOC101233796","SB03027B2B09.f1",0.920166379,0.465781262,-0.120033350613226,0.331817986762455
"4167","LOC101233796","SB03040A2B08.f1",0.907820973,0.425774942,-0.139520276259524,0.370819901543434
"4168","C11H16orf87","SB03035B2A05.f1",0.99166219,0.899006059,-0.0120793450528884,0.0462373812574292
"4169","MARVELD3","SB02014B2G08.f1",0.937790205,0.393958181,-0.0926628843632031,0.404549876460842
"4170","ARL13B","SB03044A1G01.f1",1.151811604,0.156284293,0.203904761743748,0.806084667573927
"4171","TIMMDC1","SB03016B2E01.f1",0.920345038,0.646307468,-0.119753264924282,0.18956082583123
"4172","ELF2","SB02028A2D07.f1",1.130498473,0.313865623,0.176959043396992,0.503256248998859
"4173","POC1A","SB02022B1D07.f1",0.763500528,0.006588302,-0.389298940166849,2.18122650149872
"4174","POC1A","SB02042B2G12.f1",0.819379079,0.049050081,-0.287397037568623,1.30936027110108
"4175","LOC100224927","SB02046B1A10.f1",1.01759096,0.913309356,0.0251577592833531,0.0393820933885957
"4176","ABHD6","SB03014B2H03.f1",0.831119794,0.041399458,-0.266871659102429,1.38300534460736
"4177","ISOC1","SB02038A2D09.f1",1.03778229,0.803022278,0.0535038212675972,0.095272406055991
"4178","ISOC1","SB03032A2C07.f1",1.144390186,0.236067175,0.194579030640003,0.626964397112069
"4179","ACOX1","SB03049B2D12.f1",1.092672309,0.257550581,0.127860803513624,0.589137466071465
"4180","LUC7L3","SB02016A2D05.f1",1.441986775,0.001019113,0.528057933143639,2.99177765843165
"4181","LUC7L3","SB02028A2A01.f1",1.301270889,0.041618699,0.379921322959713,1.38071149995217
"4182","LUC7L3","SB03012A2F03.f1",0.91891437,0.302534928,-0.121997666161062,0.519224478327251
"4183","NUP133","SB03005B2E01.f1",1.068822936,0.378851038,0.0960228722232721,0.421531518505473
"4184","BCLAF1","SB02016A2B03.f1",1.176937401,0.067938682,0.235037588287519,1.16788288263054
"4185","BCLAF1","SB03006A1E04.f1",1.152861832,0.056160919,0.205219619465986,1.25056579415882
"4186","TRIM67","SB02026A1A11.f1",1.013223149,0.944114141,0.0189519436375784,0.0249754974287892
"4187","TRIM67","SB03003B2G03.f1",0.987154936,0.934483625,-0.0186515584766604,0.0294283043808677
"4188","LRRTM2","SB03013A2C09.f1",0.966487458,0.811390779,-0.049177084022094,0.0907699321162535
"4189","LRRTM2","SB03045B2H05.f1",1.087843565,0.345260376,0.121471107851826,0.46185326083961
"4190","PLD5","SB02006A2C05.f1",1.096875712,0.525824772,0.133400061894496,0.279158957808422
"4191","KIF26B","SB03006A1A01.f1",0.969980672,0.802927519,-0.0439720946881776,0.095323657111205
"4192","DDX55","SB03008B2G03.f1",0.971218221,0.809822591,-0.0421326066754082,0.0916101122183928
"4193","DDX55","SB03047B1A03.f1",0.983048727,0.86969655,-0.0246651661557026,0.0606322527250807
"4194","VPS33A","SB02006A2C01.f1",0.964751204,0.734964905,-0.0517711556505083,0.13373339823381
"4195","VPS33A","SB03040A2G10.f1",1.081384486,0.399221758,0.112879564166715,0.398785797239797
"4196","FBXO45","SB010010000E03",1.083058431,0.368648978,0.115111078440194,0.433386965747254
"4197","FBXO45","SB02026A1C01.f1",1.035831165,0.36787943,0.0507888705272997,0.434294495091528
"4198","LINGO1","SB02035A1F09.f1",1.143556321,0.396876383,0.193527421303984,0.401344743970004
"4199","LINGO1","SB02024A2A08.f1",1.080334997,0.496496364,0.11147874162093,0.304083927632887
"4200","TMEM35A","SB02042A1C11.f1",0.847626614,0.289080225,-0.238499208353507,0.538981615929193
"4201","TMEM35A","SB03037A2E10.f1",1.193916947,0.230609658,0.255702481226933,0.637122508280377
"4202","BRCC3","SB03017B2C03.f1",0.877509328,0.171315211,-0.188513633415675,0.766204074512123
"4203","NLGN3","SB03041A2F09.f1",1.30427681,0.072419672,0.383250088919818,1.14014344650206
"4204","GRM3","SB02012A2C10.f1",1.060461353,0.491067274,0.0846920448654469,0.308859007417552
"4205","GRM3","SB02021A1F07.f1",0.946768434,0.697874657,-0.078916488593905,0.156222572593843
"4206","GRM3","SB02047A2B09.f1",1.433346563,0.000658915,0.519387475107354,3.18117060575785
"4207","GRM3","SB03029B1G07.f1",0.922447062,0.460367425,-0.116461975672611,0.336895414067556
"4208","RPRML","SB03015A1C11.f1",0.891183559,0.243405342,-0.166205477523555,0.61366989457077
"4209","GALNT9","SB02017B2H04.f1",1.008180727,0.960806372,0.011754280281884,0.0173641253852687
"4210","COMT","SB03030B1C03.f1",0.96309011,0.796252214,-0.0542573070281144,0.0989493470878068
"4211","HNF1A","SB03029B2E06.f1",1.008053996,0.949815922,0.0115729182773691,0.0223605545068084
"4212","MN1","SB02037B1D05.f1",1.214561473,0.09420764,0.280435511421159,1.025913875601
"4213","TMEM33","SB03025A1C04.f2",0.905936258,0.382506478,-0.142518549585387,0.417361205384009
"4214","LCORL","SB03045A1D04.f1",1.067060844,0.635675966,0.0936424412367742,0.196764208312968
"4215","ZBTB49","SB02041A2F06.f1",0.994891659,0.951247922,-0.00738866624977281,0.0217062789361346
"4216","ZBTB49","SB03019A1E11.f1",0.956494568,0.636773576,-0.0641713194594297,0.196014966682904
"4217","ADD1","SB03007A1G02.f1",0.964536305,0.676238544,-0.0520925527687999,0.169900079104933
"4218","TMEM129","SB03032A2E10.f1",0.827922766,0.188987903,-0.272431904826837,0.723565993861072
"4219","CD38","SB03045B2A12.f1",1.204631014,0.3636632,0.268591307623129,0.439300644080119
"4220","DOK7","SB03030A1D08.f1",0.990184398,0.948453124,-0.0142308774650505,0.0229841286564027
"4221","MRTFB","SB02011A1G11.f1",1.534450103,0.036586674,0.617721733243394,1.43667706930817
"4222","MRTFB","SB02018B2B02.f1",1.228745371,0.004322927,0.297185981572632,2.36422209820793
"4223","AP4B1","SB02015B2D05.f1",1.084415857,0.757803427,0.116918114422533,0.120443435054924
"4224","AP4B1","SB03019B1C10.f1",1.023713933,0.935406037,0.0338126244195031,0.0289998315332163
"4225","RSBN1","SB02036B2C04.f1",1.205883152,0.038053789,0.270090119346424,1.41960209421887
"4226","RSBN1","SB03033B2B05.f1",1.216718485,0.004304611,0.282995406937732,2.36606608885299
"4227","IFT172","SB02012B2H09.f1",1.003305316,0.971538823,0.00476069952073974,0.0125398401719818
"4228","IFT172","SB02045B1A08.f1",0.814259406,0.136142381,-0.29643961473204,0.866006658269991
"4229","RBM7","SB03016A2F02.f1",0.982935715,0.851614769,-0.0248310289658627,0.0697568154822059
"4230","HACD2","SB010023000A12",0.97678745,0.75815451,-0.0338834305357119,0.120242277214598
"4231","HACD2","SB02024B1C06.f1",1.412228657,0.002781123,0.497973697399846,2.55577980328255
"4232","HACD2","SB03032B2B05.f1",2.00959117,0.016753308,1.00690203025719,1.77589942717631
"4233","ADCY5","SB03032A1B01.f1",1.126398158,0.543032316,0.171716879849178,0.265174324660019
"4234","PECR","SB02016B2A03.f1",0.926120394,0.575702642,-0.110728341427283,0.239801777487044
"4235","PPIG","SB03014B2A01.f1",1.01315577,0.941687602,0.0188560017105434,0.0260931473443719
"4236","CDK5R2","SB02022B2G06.f1",1.189598497,0.121965525,0.250474729728914,0.91376291045733
"4237","CDK5R2","SB03030A1A07.f1",0.971551755,0.853989936,-0.0416372440144244,0.0685472473032896
"4238","UTS2B","SB03002B2H11.f1",0.998807678,0.993614187,-0.00172118334295474,0.00278221618940702
"4239","SST","SB010014000A06",0.574447721,0.000681127,-0.799752491982813,3.16677190386275
"4240","FYTTD1","SB02011A1E03.f1",0.984309251,0.65257871,-0.0228164411215108,0.185367098921332
"4241","FYTTD1","SB03018B1B03.f1",1.05052048,0.660288799,0.0711042877667235,0.180266069944545
"4242","FYTTD1","SB03045B2F08.f1",0.877017579,0.393215308,-0.18932233445002,0.405369583285173
"4243","EIF2B5","SB03026A1A11.f1",1.00357842,0.971178155,0.00515335384526408,0.012701094874311
"4244","HHATL","SB010011000B04",0.985156087,0.90628927,-0.0215757732616946,0.0427331618004772
"4245","CHST15","SB03033A1C07.f1",0.968291807,0.826950115,-0.0464862074388218,0.0825206880697877
"4246","ANGPT2","SB03015B2C08.f1",0.587449093,0.00030248,-0.767464258458352,3.51930333564552
